subscriber_id,signup_date_key,signup_date,country_id,region_id,current_plan_id,primary_device_id,acquisition_channel,subscriber_status,churn_date_key,tenure_months,extra_members_count,estimated_ltv_usd
122511,20211014,2021-10-14,1,1,4,1,Smart TV Pre-install,Active,,50,0,774.5
122512,20230322,2023-03-22,18,4,4,3,Organic Word of Mouth,Churned,20231228.0,9,0,139.41
122513,20210424,2021-04-24,5,2,4,1,Search & SEO,Active,,56,0,867.44
122514,20220506,2022-05-06,12,2,4,2,Organic Word of Mouth,Churned,20240305.0,22,0,340.78
122515,20201208,2020-12-08,19,4,4,1,Search & SEO,Active,,60,0,929.4
122516,20230129,2023-01-29,8,2,3,1,Smart TV Pre-install,Active,,35,0,244.65
122517,20210226,2021-02-26,1,1,4,1,ISP / Telco Bundle,Active,,58,0,898.42
122518,20230604,2023-06-04,1,1,2,1,Smart TV Pre-install,Churned,20231020.0,4,0,39.96
122519,20240107,2024-01-07,3,2,1,1,Smart TV Pre-install,Active,,23,0,114.77
122520,20200127,2020-01-27,1,1,4,1,Organic Word of Mouth,Active,,71,0,1099.79
122521,20251013,2025-10-13,22,4,5,2,Smart TV Pre-install,Active,,2,0,45.98
122522,20220726,2022-07-26,4,2,4,2,Social Media Campaign,Churned,20250821.0,37,0,573.13
122523,20211129,2021-11-29,9,2,5,1,Search & SEO,Churned,20250214.0,39,0,896.61
122524,20220403,2022-04-03,20,4,5,3,Social Media Campaign,Active,,44,0,1011.56
122525,20240329,2024-03-29,5,2,1,2,ISP / Telco Bundle,Active,,21,0,104.79
122526,20250224,2025-02-24,13,3,4,5,Referral,Churned,20251129.0,9,0,139.41
122527,20210407,2021-04-07,6,2,5,5,Organic Word of Mouth,Churned,20240321.0,35,0,804.65
122528,20200803,2020-08-03,13,3,4,1,Search & SEO,Churned,20210517.0,9,0,139.41
122529,20220316,2022-03-16,1,1,4,1,Organic Word of Mouth,Active,,45,0,697.05
122530,20221113,2022-11-13,4,2,2,1,Search & SEO,Active,,37,0,369.63
122531,20200312,2020-03-12,1,1,4,1,Organic Word of Mouth,Active,,69,0,1068.81
122532,20240629,2024-06-29,4,2,4,1,Search & SEO,Active,,18,0,278.82
122533,20251016,2025-10-16,19,4,4,3,Smart TV Pre-install,Active,,2,0,30.98
122534,20240812,2024-08-12,1,1,3,1,Referral,Active,,16,0,111.84
122535,20221111,2022-11-11,1,1,4,2,Search & SEO,Churned,20250424.0,29,0,449.21
122536,20240626,2024-06-26,13,3,5,1,Social Media Campaign,Churned,20251208.0,18,0,413.82
122537,20230227,2023-02-27,14,3,4,1,Social Media Campaign,Active,,34,0,526.66
122538,20200812,2020-08-12,14,3,2,1,Organic Word of Mouth,Active,,64,0,639.36
122539,20251012,2025-10-12,1,1,1,3,Smart TV Pre-install,Active,,2,0,9.98
122540,20200717,2020-07-17,19,4,4,1,Smart TV Pre-install,Churned,20201015.0,3,0,46.47
122541,20220903,2022-09-03,5,2,2,5,Organic Word of Mouth,Active,,39,0,389.61
122542,20210503,2021-05-03,1,1,4,4,Smart TV Pre-install,Active,,55,0,851.95
122543,20220701,2022-07-01,1,1,4,2,Organic Word of Mouth,Active,,41,0,635.09
122544,20221203,2022-12-03,18,4,2,1,Smart TV Pre-install,Active,,36,0,359.64
122545,20221110,2022-11-10,1,1,4,4,Social Media Campaign,Churned,20230505.0,6,0,92.94
122546,20250522,2025-05-22,2,1,4,1,Search & SEO,Active,,7,0,108.43
122547,20200106,2020-01-06,1,1,1,2,Social Media Campaign,Churned,20211002.0,21,0,104.79
122548,20240506,2024-05-06,4,2,5,5,Search & SEO,Churned,20250922.0,16,0,367.84
122549,20201224,2020-12-24,3,2,4,1,Search & SEO,Active,,60,0,929.4
122550,20210318,2021-03-18,1,1,4,6,Organic Word of Mouth,Churned,20230518.0,26,0,402.74
122551,20240117,2024-01-17,23,4,3,1,Social Media Campaign,Active,,23,0,160.77
122552,20200409,2020-04-09,1,1,5,1,Social Media Campaign,Active,,68,0,1563.32
122553,20240415,2024-04-15,15,3,3,1,Search & SEO,Active,,20,0,139.8
122554,20230320,2023-03-20,22,4,4,1,Organic Word of Mouth,Churned,20241203.0,21,0,325.29
122555,20200707,2020-07-07,20,4,2,1,Organic Word of Mouth,Churned,20230921.0,38,0,379.62
122556,20210212,2021-02-12,10,2,2,1,Organic Word of Mouth,Active,,58,0,579.42
122557,20200901,2020-09-01,1,1,2,3,Smart TV Pre-install,Active,,63,0,629.37
122558,20230515,2023-05-15,5,2,1,2,Organic Word of Mouth,Active,,31,0,154.69
122559,20210526,2021-05-26,12,2,5,3,ISP / Telco Bundle,Active,,55,0,1264.45
122560,20250629,2025-06-29,3,2,5,4,Smart TV Pre-install,Active,,6,0,137.94
122561,20200624,2020-06-24,3,2,2,1,Organic Word of Mouth,Active,,66,0,659.34
122562,20210914,2021-09-14,1,1,1,1,Organic Word of Mouth,Active,,51,0,254.49
122563,20241020,2024-10-20,7,2,5,2,Smart TV Pre-install,Churned,20251023.0,12,0,275.88
122564,20201202,2020-12-02,14,3,2,5,Social Media Campaign,Active,,60,0,599.4
122565,20240925,2024-09-25,2,1,4,2,Smart TV Pre-install,Churned,20251011.0,13,0,201.37
122566,20250729,2025-07-29,2,1,3,1,Organic Word of Mouth,Active,,5,0,34.95
122567,20210915,2021-09-15,20,4,5,2,Organic Word of Mouth,Churned,20211126.0,2,0,45.98
122568,20201218,2020-12-18,7,2,2,1,Organic Word of Mouth,Churned,20210219.0,2,0,19.98
122569,20220909,2022-09-09,10,2,2,2,Social Media Campaign,Churned,20250812.0,35,0,349.65
122570,20250608,2025-06-08,1,1,3,2,Social Media Campaign,Active,,6,0,41.94
122571,20240408,2024-04-08,18,4,3,5,Search & SEO,Active,,20,0,139.8
122572,20200214,2020-02-14,13,3,2,1,Referral,Active,,70,0,699.3
122573,20231218,2023-12-18,3,2,3,4,ISP / Telco Bundle,Active,,24,0,167.76
122574,20250317,2025-03-17,3,2,5,1,ISP / Telco Bundle,Active,,9,2,350.73
122575,20240208,2024-02-08,1,1,4,3,Referral,Active,,22,2,692.34
122576,20230212,2023-02-12,3,2,3,3,Search & SEO,Churned,20240703.0,17,0,118.83
122577,20200426,2020-04-26,1,1,2,2,Organic Word of Mouth,Active,,68,0,679.32
122578,20211210,2021-12-10,23,4,2,1,Smart TV Pre-install,Active,,48,0,479.52
122579,20240208,2024-02-08,21,4,1,3,Organic Word of Mouth,Churned,20250622.0,16,0,79.84
122580,20210914,2021-09-14,3,2,4,2,Organic Word of Mouth,Churned,20220328.0,6,0,92.94
122581,20240208,2024-02-08,1,1,4,1,Social Media Campaign,Active,,22,0,340.78
122582,20240220,2024-02-20,5,2,2,2,Organic Word of Mouth,Active,,22,0,219.78
122583,20240418,2024-04-18,13,3,5,2,Organic Word of Mouth,Churned,20250820.0,16,0,367.84
122584,20230111,2023-01-11,14,3,3,1,Organic Word of Mouth,Churned,20240809.0,19,0,132.81
122585,20240504,2024-05-04,4,2,3,4,Social Media Campaign,Churned,20241006.0,5,0,34.95
122586,20250226,2025-02-26,3,2,3,1,Organic Word of Mouth,Active,,10,0,69.9
122587,20210216,2021-02-16,1,1,5,3,Search & SEO,Active,,58,0,1333.42
122588,20200501,2020-05-01,4,2,1,3,Social Media Campaign,Churned,20210518.0,12,0,59.88
122589,20220622,2022-06-22,7,2,4,1,ISP / Telco Bundle,Active,,42,0,650.58
122590,20210712,2021-07-12,13,3,2,2,Search & SEO,Active,,53,0,529.47
122591,20220612,2022-06-12,3,2,4,1,Social Media Campaign,Active,,42,0,650.58
122592,20200214,2020-02-14,1,1,1,1,ISP / Telco Bundle,Churned,20250910.0,67,0,334.33
122593,20230414,2023-04-14,13,3,1,1,Organic Word of Mouth,Churned,20240724.0,15,0,74.85
122594,20251012,2025-10-12,1,1,4,1,Smart TV Pre-install,Active,,2,2,62.94
122595,20200320,2020-03-20,13,3,1,2,Search & SEO,Active,,69,0,344.31
122596,20220724,2022-07-24,13,3,4,1,Social Media Campaign,Active,,41,0,635.09
122597,20230112,2023-01-12,1,1,4,4,Organic Word of Mouth,Churned,20250421.0,27,0,418.23
122598,20220221,2022-02-21,1,1,4,1,Social Media Campaign,Active,,46,0,712.54
122599,20240206,2024-02-06,8,2,4,3,Organic Word of Mouth,Active,,22,0,340.78
122600,20250206,2025-02-06,4,2,1,3,ISP / Telco Bundle,Active,,10,0,49.9
122601,20230329,2023-03-29,2,1,3,1,Social Media Campaign,Active,,33,0,230.67
122602,20240913,2024-09-13,10,2,3,2,Smart TV Pre-install,Active,,15,0,104.85
122603,20231015,2023-10-15,7,2,4,4,Search & SEO,Active,,26,0,402.74
122604,20210105,2021-01-05,4,2,4,2,Organic Word of Mouth,Churned,20250217.0,49,0,759.01
122605,20200403,2020-04-03,14,3,4,1,Search & SEO,Active,,68,0,1053.32
122606,20221117,2022-11-17,1,1,3,2,Social Media Campaign,Active,,37,0,258.63
122607,20220531,2022-05-31,4,2,2,1,Social Media Campaign,Active,,43,0,429.57
122608,20210821,2021-08-21,17,3,1,6,Organic Word of Mouth,Active,,52,0,259.48
122609,20230131,2023-01-31,19,4,3,2,Search & SEO,Churned,20250213.0,25,0,174.75
122610,20250604,2025-06-04,23,4,5,4,Social Media Campaign,Active,,6,0,137.94
122611,20230808,2023-08-08,9,2,3,3,Smart TV Pre-install,Active,,28,0,195.72
122612,20211214,2021-12-14,1,1,4,1,Search & SEO,Churned,20250222.0,38,0,588.62
122613,20220928,2022-09-28,13,3,5,1,Search & SEO,Active,,39,0,896.61
122614,20241210,2024-12-10,7,2,3,3,Search & SEO,Active,,12,0,83.88
122615,20250904,2025-09-04,1,1,5,1,Search & SEO,Active,,3,0,68.97
122616,20210418,2021-04-18,19,4,1,1,Organic Word of Mouth,Active,,56,0,279.44
122617,20210804,2021-08-04,1,1,4,1,Organic Word of Mouth,Churned,20231111.0,27,0,418.23
122618,20241121,2024-11-21,20,4,2,1,Social Media Campaign,Active,,13,0,129.87
122619,20250214,2025-02-14,1,1,3,3,Referral,Churned,20250522.0,3,0,20.97
122620,20210804,2021-08-04,14,3,1,1,Smart TV Pre-install,Active,,52,0,259.48
122621,20250104,2025-01-04,9,2,1,1,Organic Word of Mouth,Active,,11,0,54.89
122622,20250811,2025-08-11,14,3,4,2,Search & SEO,Active,,4,0,61.96
122623,20221016,2022-10-16,7,2,2,1,Organic Word of Mouth,Active,,38,0,379.62
122624,20211111,2021-11-11,10,2,5,3,Smart TV Pre-install,Active,,49,0,1126.51
122625,20230512,2023-05-12,14,3,2,2,Social Media Campaign,Active,,31,0,309.69
122626,20240720,2024-07-20,15,3,5,4,Smart TV Pre-install,Active,,17,0,390.83
122627,20240531,2024-05-31,12,2,5,1,Social Media Campaign,Churned,20250910.0,16,0,367.84
122628,20230424,2023-04-24,1,1,1,1,Smart TV Pre-install,Churned,20250907.0,29,0,144.71
122629,20200917,2020-09-17,3,2,4,3,Organic Word of Mouth,Active,,63,0,975.87
122630,20250524,2025-05-24,14,3,2,1,Search & SEO,Active,,7,0,69.93
122631,20250616,2025-06-16,1,1,4,2,Organic Word of Mouth,Active,,6,0,92.94
122632,20250428,2025-04-28,11,2,5,4,Smart TV Pre-install,Active,,8,0,183.92
122633,20210319,2021-03-19,7,2,4,4,Smart TV Pre-install,Churned,20240111.0,34,0,526.66
122634,20220706,2022-07-06,7,2,4,2,Search & SEO,Churned,20250128.0,30,0,464.7
122635,20211124,2021-11-24,1,1,4,1,Organic Word of Mouth,Churned,20230507.0,18,0,278.82
122636,20240430,2024-04-30,1,1,2,2,ISP / Telco Bundle,Churned,20240829.0,4,0,39.96
122637,20230625,2023-06-25,2,1,5,1,Smart TV Pre-install,Active,,30,0,689.7
122638,20250404,2025-04-04,2,1,1,1,Organic Word of Mouth,Active,,8,0,39.92
122639,20201110,2020-11-10,1,1,1,2,Organic Word of Mouth,Active,,61,0,304.39
122640,20200509,2020-05-09,5,2,5,1,Organic Word of Mouth,Active,,67,0,1540.33
122641,20220313,2022-03-13,18,4,4,2,Organic Word of Mouth,Churned,20230508.0,14,0,216.86
122642,20220227,2022-02-27,1,1,4,3,Smart TV Pre-install,Churned,20231201.0,22,0,340.78
122643,20240417,2024-04-17,1,1,1,1,Organic Word of Mouth,Active,,20,0,99.8
122644,20250731,2025-07-31,17,3,3,1,Organic Word of Mouth,Active,,5,0,34.95
122645,20200520,2020-05-20,4,2,1,2,Search & SEO,Churned,20221116.0,30,0,149.7
122646,20230815,2023-08-15,21,4,3,1,Organic Word of Mouth,Active,,28,0,195.72
122647,20210614,2021-06-14,1,1,1,4,Organic Word of Mouth,Churned,20250903.0,51,0,254.49
122648,20240220,2024-02-20,6,2,3,1,Smart TV Pre-install,Churned,20250521.0,15,0,104.85
122649,20230501,2023-05-01,20,4,5,1,Search & SEO,Active,,31,0,712.69
122650,20220812,2022-08-12,12,2,4,4,Search & SEO,Active,,40,0,619.6
122651,20230425,2023-04-25,10,2,3,3,Smart TV Pre-install,Active,,32,0,223.68
122652,20240401,2024-04-01,8,2,4,4,Social Media Campaign,Active,,20,0,309.8
122653,20250623,2025-06-23,1,1,5,4,Organic Word of Mouth,Active,,6,0,137.94
122654,20210315,2021-03-15,13,3,4,1,Social Media Campaign,Active,,57,0,882.93
122655,20250917,2025-09-17,13,3,1,1,Social Media Campaign,Active,,3,0,14.97
122656,20200124,2020-01-24,19,4,4,1,Smart TV Pre-install,Churned,20240516.0,52,0,805.48
122657,20211007,2021-10-07,19,4,2,2,Search & SEO,Active,,50,0,499.5
122658,20250810,2025-08-10,1,1,4,1,Social Media Campaign,Active,,4,0,61.96
122659,20240417,2024-04-17,1,1,4,3,Search & SEO,Churned,20250228.0,10,0,154.9
122660,20211026,2021-10-26,1,1,2,4,Organic Word of Mouth,Churned,20240725.0,33,0,329.67
122661,20231021,2023-10-21,7,2,3,2,Organic Word of Mouth,Active,,26,0,181.74
122662,20250205,2025-02-05,1,1,5,2,Organic Word of Mouth,Active,,10,0,229.9
122663,20250416,2025-04-16,21,4,3,1,Organic Word of Mouth,Active,,8,0,55.92
122664,20251223,2025-12-23,1,1,3,1,ISP / Telco Bundle,Active,,1,0,6.99
122665,20240519,2024-05-19,7,2,4,4,Organic Word of Mouth,Churned,20250330.0,10,0,154.9
122666,20201027,2020-10-27,17,3,4,4,Search & SEO,Churned,20240526.0,43,0,666.07
122667,20251201,2025-12-01,1,1,4,2,Organic Word of Mouth,Active,,1,0,15.49
122668,20230726,2023-07-26,3,2,4,2,Search & SEO,Active,,29,1,680.92
122669,20241122,2024-11-22,1,1,4,2,Organic Word of Mouth,Active,,13,0,201.37
122670,20241205,2024-12-05,1,1,1,2,ISP / Telco Bundle,Churned,20250216.0,2,0,9.98
122671,20200819,2020-08-19,1,1,4,2,Organic Word of Mouth,Active,,64,0,991.36
122672,20210813,2021-08-13,11,2,4,1,ISP / Telco Bundle,Active,,52,0,805.48
122673,20250312,2025-03-12,19,4,1,5,Search & SEO,Active,,9,0,44.91
122674,20200806,2020-08-06,15,3,4,2,Search & SEO,Churned,20240912.0,49,0,759.01
122675,20230302,2023-03-02,15,3,3,2,Search & SEO,Active,,33,0,230.67
122676,20230912,2023-09-12,6,2,3,1,Organic Word of Mouth,Active,,27,0,188.73
122677,20200906,2020-09-06,1,1,5,3,ISP / Telco Bundle,Active,,63,0,1448.37
122678,20201008,2020-10-08,1,1,4,2,Social Media Campaign,Active,,62,0,960.38
122679,20240405,2024-04-05,13,3,4,1,Organic Word of Mouth,Active,,20,0,309.8
122680,20231114,2023-11-14,1,1,4,2,Social Media Campaign,Churned,20240212.0,3,0,46.47
122681,20241105,2024-11-05,1,1,4,1,Smart TV Pre-install,Active,,13,0,201.37
122682,20220213,2022-02-13,2,1,4,3,Search & SEO,Active,,46,0,712.54
122683,20220803,2022-08-03,5,2,2,3,ISP / Telco Bundle,Active,,40,0,399.6
122684,20250507,2025-05-07,17,3,4,3,Organic Word of Mouth,Active,,7,0,108.43
122685,20200120,2020-01-20,8,2,5,3,Social Media Campaign,Active,,71,0,1632.29
122686,20220904,2022-09-04,6,2,4,1,Smart TV Pre-install,Active,,39,0,604.11
122687,20240409,2024-04-09,1,1,3,3,Search & SEO,Active,,20,0,139.8
122688,20210713,2021-07-13,13,3,4,1,Search & SEO,Churned,20250317.0,44,0,681.56
122689,20201018,2020-10-18,22,4,4,1,Organic Word of Mouth,Churned,20230610.0,32,0,495.68
122690,20201117,2020-11-17,10,2,2,1,Search & SEO,Churned,20230711.0,32,0,319.68
122691,20250611,2025-06-11,22,4,5,2,Social Media Campaign,Active,,6,2,233.82
122692,20250813,2025-08-13,4,2,4,4,Organic Word of Mouth,Active,,4,0,61.96
122693,20210516,2021-05-16,20,4,4,2,Organic Word of Mouth,Active,,55,0,851.95
122694,20250702,2025-07-02,5,2,3,6,Search & SEO,Active,,5,0,34.95
122695,20241229,2024-12-29,14,3,1,1,Social Media Campaign,Churned,20251126.0,11,0,54.89
122696,20231203,2023-12-03,1,1,2,1,Social Media Campaign,Churned,20240309.0,3,0,29.97
122697,20250630,2025-06-30,1,1,4,1,ISP / Telco Bundle,Active,,6,0,92.94
122698,20250404,2025-04-04,1,1,4,1,Search & SEO,Active,,8,0,123.92
122699,20220118,2022-01-18,12,2,4,1,Smart TV Pre-install,Churned,20241024.0,33,0,511.17
122700,20201113,2020-11-13,22,4,1,5,Social Media Campaign,Active,,61,0,304.39
122701,20251104,2025-11-04,8,2,5,1,Organic Word of Mouth,Active,,1,0,22.99
122702,20221227,2022-12-27,1,1,4,1,Search & SEO,Churned,20240716.0,19,0,294.31
122703,20240916,2024-09-16,13,3,1,1,Organic Word of Mouth,Active,,15,0,74.85
122704,20240515,2024-05-15,1,1,3,6,ISP / Telco Bundle,Active,,19,0,132.81
122705,20241216,2024-12-16,7,2,3,2,ISP / Telco Bundle,Active,,12,0,83.88
122706,20221203,2022-12-03,1,1,3,1,Organic Word of Mouth,Active,,36,0,251.64
122707,20231029,2023-10-29,13,3,3,2,Smart TV Pre-install,Active,,26,0,181.74
122708,20220601,2022-06-01,5,2,4,1,Organic Word of Mouth,Active,,42,0,650.58
122709,20210208,2021-02-08,2,1,4,4,ISP / Telco Bundle,Churned,20211010.0,8,0,123.92
122710,20230218,2023-02-18,9,2,4,6,Search & SEO,Churned,20250421.0,26,0,402.74
122711,20251221,2025-12-21,1,1,3,2,Organic Word of Mouth,Active,,1,0,6.99
122712,20220206,2022-02-06,15,3,4,1,Smart TV Pre-install,Active,,46,0,712.54
122713,20230915,2023-09-15,13,3,4,2,ISP / Telco Bundle,Churned,20251208.0,27,0,418.23
122714,20230602,2023-06-02,3,2,3,1,Referral,Active,,30,0,209.7
122715,20220613,2022-06-13,1,1,4,1,Social Media Campaign,Active,,42,0,650.58
122716,20241012,2024-10-12,1,1,4,1,Organic Word of Mouth,Active,,14,0,216.86
122717,20200725,2020-07-25,1,1,5,1,Organic Word of Mouth,Active,,65,0,1494.35
122718,20221213,2022-12-13,24,4,4,3,Social Media Campaign,Churned,20250328.0,27,0,418.23
122719,20220212,2022-02-12,19,4,5,1,Organic Word of Mouth,Active,,46,0,1057.54
122720,20230906,2023-09-06,3,2,4,1,Search & SEO,Churned,20231213.0,3,0,46.47
122721,20220223,2022-02-23,10,2,2,5,Search & SEO,Churned,20241107.0,33,0,329.67
122722,20210903,2021-09-03,1,1,1,1,ISP / Telco Bundle,Churned,20230801.0,23,0,114.77
122723,20250609,2025-06-09,1,1,4,3,Organic Word of Mouth,Active,,6,2,188.82
122724,20210523,2021-05-23,22,4,2,3,Social Media Campaign,Churned,20250829.0,51,0,509.49
122725,20241222,2024-12-22,1,1,1,2,Organic Word of Mouth,Active,,12,0,59.88
122726,20250619,2025-06-19,1,1,4,3,Referral,Active,,6,0,92.94
122727,20230219,2023-02-19,7,2,4,1,Organic Word of Mouth,Active,,34,0,526.66
122728,20200116,2020-01-16,1,1,5,2,ISP / Telco Bundle,Churned,20220403.0,27,0,620.73
122729,20221125,2022-11-25,18,4,4,2,Organic Word of Mouth,Churned,20250801.0,33,0,511.17
122730,20200901,2020-09-01,1,1,5,1,Social Media Campaign,Churned,20251210.0,63,0,1448.37
122731,20230415,2023-04-15,1,1,1,1,Search & SEO,Active,,32,0,159.68
122732,20230610,2023-06-10,1,1,2,1,Search & SEO,Churned,20231015.0,4,0,39.96
122733,20250502,2025-05-02,2,1,4,3,Search & SEO,Active,,7,0,108.43
122734,20230409,2023-04-09,1,1,5,5,Organic Word of Mouth,Active,,32,0,735.68
122735,20200508,2020-05-08,1,1,1,3,Smart TV Pre-install,Churned,20250323.0,58,0,289.42
122736,20230716,2023-07-16,8,2,5,1,Search & SEO,Active,,29,0,666.71
122737,20240331,2024-03-31,5,2,1,1,Organic Word of Mouth,Active,,21,0,104.79
122738,20231207,2023-12-07,7,2,5,4,Social Media Campaign,Churned,20250903.0,21,0,482.79
122739,20250711,2025-07-11,1,1,2,1,Search & SEO,Active,,5,0,49.95
122740,20201015,2020-10-15,14,3,1,1,Referral,Active,,62,0,309.38
122741,20230718,2023-07-18,24,4,5,1,ISP / Telco Bundle,Active,,29,0,666.71
122742,20221027,2022-10-27,1,1,2,5,Smart TV Pre-install,Active,,38,0,379.62
122743,20230108,2023-01-08,5,2,5,3,Organic Word of Mouth,Active,,35,0,804.65
122744,20220620,2022-06-20,4,2,4,2,Organic Word of Mouth,Active,,42,0,650.58
122745,20220320,2022-03-20,5,2,2,2,Organic Word of Mouth,Churned,20221025.0,7,0,69.93
122746,20250821,2025-08-21,20,4,4,4,Social Media Campaign,Active,,4,0,61.96
122747,20250305,2025-03-05,5,2,2,1,Search & SEO,Active,,9,0,89.91
122748,20220922,2022-09-22,17,3,5,1,Organic Word of Mouth,Active,,39,0,896.61
122749,20231026,2023-10-26,3,2,4,3,Social Media Campaign,Churned,20241219.0,14,0,216.86
122750,20201006,2020-10-06,1,1,4,3,Search & SEO,Active,,62,0,960.38
122751,20220403,2022-04-03,5,2,5,1,Organic Word of Mouth,Active,,44,0,1011.56
122752,20240717,2024-07-17,13,3,4,1,ISP / Telco Bundle,Active,,17,0,263.33
122753,20230416,2023-04-16,4,2,1,1,Search & SEO,Churned,20250328.0,23,0,114.77
122754,20231110,2023-11-10,17,3,3,1,Organic Word of Mouth,Active,,25,0,174.75
122755,20240226,2024-02-26,13,3,4,1,Organic Word of Mouth,Active,,22,1,516.56
122756,20241105,2024-11-05,11,2,1,1,Organic Word of Mouth,Active,,13,0,64.87
122757,20240506,2024-05-06,5,2,5,5,Referral,Active,,19,0,436.81
122758,20221229,2022-12-29,1,1,5,3,Social Media Campaign,Churned,20240629.0,18,0,413.82
122759,20220930,2022-09-30,2,1,2,5,Social Media Campaign,Active,,39,0,389.61
122760,20251224,2025-12-24,3,2,3,2,Social Media Campaign,Active,,1,0,6.99
122761,20230924,2023-09-24,18,4,5,1,Search & SEO,Churned,20251216.0,27,0,620.73
122762,20250711,2025-07-11,14,3,3,1,Social Media Campaign,Active,,5,0,34.95
122763,20240519,2024-05-19,1,1,4,1,Search & SEO,Active,,19,0,294.31
122764,20200210,2020-02-10,14,3,4,2,ISP / Telco Bundle,Churned,20240925.0,55,0,851.95
122765,20240922,2024-09-22,24,4,5,1,Social Media Campaign,Active,,15,0,344.85
122766,20230208,2023-02-08,19,4,5,1,Smart TV Pre-install,Active,,34,0,781.66
122767,20240104,2024-01-04,1,1,4,3,Social Media Campaign,Active,,23,1,540.04
122768,20200912,2020-09-12,4,2,2,3,Search & SEO,Active,,63,0,629.37
122769,20200828,2020-08-28,5,2,4,1,Referral,Active,,64,0,991.36
122770,20200630,2020-06-30,1,1,2,1,Organic Word of Mouth,Active,,66,0,659.34
122771,20220227,2022-02-27,13,3,2,1,Search & SEO,Active,,46,0,459.54
122772,20221209,2022-12-09,24,4,3,1,Search & SEO,Churned,20250626.0,30,0,209.7
122773,20251102,2025-11-02,17,3,3,2,Organic Word of Mouth,Active,,1,0,6.99
122774,20241218,2024-12-18,20,4,4,3,ISP / Telco Bundle,Active,,12,0,185.88
122775,20251128,2025-11-28,19,4,5,5,Social Media Campaign,Active,,1,0,22.99
122776,20250409,2025-04-09,5,2,3,5,Social Media Campaign,Active,,8,0,55.92
122777,20210506,2021-05-06,1,1,1,1,ISP / Telco Bundle,Active,,55,0,274.45
122778,20220226,2022-02-26,1,1,1,2,Organic Word of Mouth,Active,,46,0,229.54
122779,20250831,2025-08-31,19,4,3,1,Search & SEO,Active,,4,0,27.96
122780,20250821,2025-08-21,1,1,2,2,Social Media Campaign,Active,,4,0,39.96
122781,20221012,2022-10-12,1,1,4,3,Smart TV Pre-install,Active,,38,0,588.62
122782,20230315,2023-03-15,8,2,3,2,Search & SEO,Churned,20230926.0,6,0,41.94
122783,20230627,2023-06-27,18,4,1,1,Smart TV Pre-install,Active,,30,0,149.7
122784,20241126,2024-11-26,1,1,4,3,Smart TV Pre-install,Churned,20250107.0,2,0,30.98
122785,20240417,2024-04-17,1,1,3,1,Organic Word of Mouth,Active,,20,0,139.8
122786,20241015,2024-10-15,6,2,1,1,Referral,Active,,14,0,69.86
122787,20200418,2020-04-18,2,1,1,1,Smart TV Pre-install,Churned,20210215.0,10,0,49.9
122788,20200627,2020-06-27,20,4,4,2,ISP / Telco Bundle,Active,,66,0,1022.34
122789,20240602,2024-06-02,20,4,5,1,Social Media Campaign,Active,,18,1,557.64
122790,20231108,2023-11-08,1,1,3,1,Social Media Campaign,Churned,20251029.0,23,0,160.77
122791,20200714,2020-07-14,2,1,4,1,Search & SEO,Active,,65,0,1006.85
122792,20240507,2024-05-07,1,1,3,2,Referral,Churned,20251118.0,18,0,125.82
122793,20240829,2024-08-29,5,2,3,6,ISP / Telco Bundle,Active,,16,0,111.84
122794,20241027,2024-10-27,4,2,4,3,Organic Word of Mouth,Churned,20241223.0,2,0,30.98
122795,20210620,2021-06-20,7,2,5,1,Organic Word of Mouth,Churned,20220815.0,14,0,321.86
122796,20230729,2023-07-29,3,2,4,3,Social Media Campaign,Active,,29,0,449.21
122797,20240219,2024-02-19,1,1,4,2,Organic Word of Mouth,Active,,22,1,516.56
122798,20200105,2020-01-05,6,2,4,1,Search & SEO,Active,,71,0,1099.79
122799,20201112,2020-11-12,4,2,5,2,Search & SEO,Churned,20240307.0,40,0,919.6
122800,20211208,2021-12-08,21,4,4,3,Search & SEO,Active,,48,0,743.52
122801,20240415,2024-04-15,1,1,4,3,Organic Word of Mouth,Active,,20,1,469.6
122802,20240630,2024-06-30,1,1,4,2,Organic Word of Mouth,Active,,18,0,278.82
122803,20240926,2024-09-26,20,4,3,2,Organic Word of Mouth,Churned,20241031.0,1,0,6.99
122804,20230401,2023-04-01,13,3,3,2,Smart TV Pre-install,Churned,20231013.0,6,0,41.94
122805,20220121,2022-01-21,3,2,2,1,Organic Word of Mouth,Churned,20230709.0,18,0,179.82
122806,20240224,2024-02-24,1,1,1,2,Organic Word of Mouth,Churned,20250822.0,18,0,89.82
122807,20241101,2024-11-01,1,1,4,2,Search & SEO,Active,,13,0,201.37
122808,20230809,2023-08-09,7,2,1,1,Search & SEO,Churned,20231202.0,4,0,19.96
122809,20211115,2021-11-15,1,1,4,1,ISP / Telco Bundle,Active,,49,0,759.01
122810,20250429,2025-04-29,3,2,4,3,ISP / Telco Bundle,Active,,8,0,123.92
122811,20200514,2020-05-14,6,2,4,1,Organic Word of Mouth,Active,,67,0,1037.83
122812,20240626,2024-06-26,19,4,4,1,Smart TV Pre-install,Active,,18,1,422.64
122813,20230226,2023-02-26,9,2,4,2,Organic Word of Mouth,Active,,34,0,526.66
122814,20240420,2024-04-20,22,4,1,1,Social Media Campaign,Active,,20,0,99.8
122815,20250717,2025-07-17,6,2,2,1,Organic Word of Mouth,Active,,5,0,49.95
